Date,BoroughID,grocery_pharmacy,parks,residential,retail_recreation,transit,workplaces
14/01/2021,13,-38,-37,31,-78,-70,-72
14/01/2021,14,-30,-33,28,-63,-66,-66
14/01/2021,15,-28,-24,26,-64,-67,-59
14/01/2021,16,-26,-48,25,-64,-61,-58
14/01/2021,17,-24,-16,25,-63,-73,-57
14/01/2021,18,-29,-31,24,-59,-65,-57
14/01/2021,19,-39,-33,34,-84,-79,-75
14/01/2021,20,-28,-37,32,-76,-77,-69
14/01/2021,21,-20,-17,29,-59,-68,-69
14/01/2021,22,-33,-41,29,-67,-70,-65
14/01/2021,23,-32,20,24,-68,-68,-61
14/01/2021,24,-29,-54,25,-56,-71,-63
14/01/2021,25,-27,-30,31,-71,-73,-74
14/01/2021,26,-37,-51,31,-75,-75,-67
14/01/2021,27,-29,-38,27,-62,-73,-64
14/01/2021,28,-42,-60,33,-76,-78,-74
14/01/2021,29,-23,-37,26,-54,-67,-63
14/01/2021,30,-27,-24,34,-72,-70,-71
14/01/2021,31,-26,-41,27,-68,-65,-66
14/01/2021,32,-31,-43,28,-83,-75,-70
14/01/2021,33,-36,2,30,-76,-71,-67
15/01/2021,1,-79,-90,0,-95,-85,-70
15/01/2021,2,-55,-73,29,-93,-83,-70
15/01/2021,3,-14,7,20,-51,-54,-50
15/01/2021,4,-20,21,25,-60,-64,-60
15/01/2021,5,-19,27,24,-60,-67,-58
15/01/2021,6,-16,21,24,-58,-59,-57
15/01/2021,7,-17,6,27,-64,-66,-64
15/01/2021,8,-44,-29,31,-87,-82,-71
15/01/2021,9,-17,18,25,-63,-65,-57
15/01/2021,10,-20,16,25,-55,-64,-57
15/01/2021,11,-20,-15,23,-54,-60,-53
15/01/2021,12,-14,11,27,-74,-68,-64
15/01/2021,13,-33,-10,30,-77,-69,-70
15/01/2021,14,-23,5,26,-59,-64,-64
15/01/2021,15,-21,40,25,-63,-64,-58
15/01/2021,16,-22,-9,24,-62,-57,-57
15/01/2021,17,-20,29,24,-60,-74,-55
15/01/2021,18,-23,11,23,-55,-60,-56
15/01/2021,19,-33,4,33,-83,-78,-73
15/01/2021,20,-19,-16,31,-75,-75,-66
15/01/2021,21,-13,26,29,-55,-65,-66
15/01/2021,22,-21,-8,27,-64,-66,-61
15/01/2021,23,-23,79,23,-65,-63,-59
15/01/2021,24,-20,-17,24,-53,-65,-60
15/01/2021,25,-18,19,29,-67,-70,-71
15/01/2021,26,-28,-30,29,-73,-72,-66
15/01/2021,27,-23,20,26,-60,-69,-62
15/01/2021,28,-31,-48,31,-72,-76,-72
15/01/2021,29,-16,-6,25,-52,-64,-61
15/01/2021,30,-18,9,32,-69,-67,-67
15/01/2021,31,-19,-9,26,-69,-60,-63
15/01/2021,32,-25,-26,27,-83,-73,-67
15/01/2021,33,-27,54,28,-72,-69,-64
16/01/2021,1,-71,-92,0,-93,-86,-72.5
16/01/2021,2,-60,-81,18,-95,-87,-44
16/01/2021,3,-23,-25,15,-58,-54,-37
16/01/2021,4,-26,-16,17,-67,-67,-42
16/01/2021,5,-23,-19,16,-67,-67,-34
16/01/2021,6,-23,-4,17,-68,-61,-44
16/01/2021,7,-22,-24,17,-71,-66,-38
16/01/2021,8,-52,-50,19,-88,-83,-41
16/01/2021,9,-23,5,16,-70,-68,-36
16/01/2021,10,-23,-6,17,-63,-63,-41
16/01/2021,11,-26,-36,16,-61,-60,-37
16/01/2021,12,-23,-14,17,-78,-72,-40
16/01/2021,13,-35,-16,19,-83,-71,-47
16/01/2021,14,-29,-26,18,-67,-66,-50
16/01/2021,15,-23,1,17,-69,-62,-35
16/01/2021,16,-28,-35,17,-70,-58,-36
16/01/2021,17,-26,15,16,-65,-73,-34
16/01/2021,18,-23,-24,16,-61,-61,-38
16/01/2021,19,-24,-10,19,-84,-77,-39
16/01/2021,20,-24,-43,19,-78,-75,-38
16/01/2021,21,-21,-6,18,-63,-65,-42
16/01/2021,22,-27,-20,18,-68,-68,-41
16/01/2021,23,-30,11,16,-72,-67,-43
16/01/2021,24,-25,-45,16,-59,-62,-38
16/01/2021,25,-20,-25,18,-72,-72,-45
16/01/2021,26,-36,-43,18,-76,-75,-39
16/01/2021,27,-28,-20,17,-68,-69,-42
16/01/2021,28,-35,-55,19,-71,-73,-45
16/01/2021,29,-19,-37,17,-60,-63,-45
16/01/2021,30,-24,-14,20,-75,-71,-38
16/01/2021,31,-28,-48,17,-74,-62,-40
16/01/2021,32,-35,-49,18,-88,-81,-41
16/01/2021,33,-30,1,18,-79,-69,-41
17/01/2021,1,-70,-85,0,-89,-84,-72.5
17/01/2021,2,-53,-63,13,-92,-85,-44
17/01/2021,3,-23,42,11,-55,-53,-36
17/01/2021,4,-25,63,12,-64,-64,-39
17/01/2021,5,-25,57,11,-65,-58,-31
17/01/2021,6,-19,36,12,-66,-60,-42
17/01/2021,7,-22,34,12,-66,-61,-35
17/01/2021,8,-46,9,13,-82,-82,-38
17/01/2021,9,-24,59,11,-68,-64,-31
17/01/2021,10,-19,28,12,-60,-62,-39
17/01/2021,11,-23,22,11,-61,-55,-34
17/01/2021,12,-24,33,12,-71,-68,-35
17/01/2021,13,-37,23,13,-79,-69,-43
17/01/2021,14,-31,15,12,-63,-64,-48
17/01/2021,15,-25,73,12,-66,-57,-32
17/01/2021,16,-27,50,11,-66,-54,-31
17/01/2021,17,-27,77,12,-61,-71,-36
17/01/2021,18,-29,25,12,-59,-61,-38
17/01/2021,19,-28,35,13,-79,-76,-32
17/01/2021,20,-24,-3,13,-73,-73,-32
17/01/2021,21,-20,60,13,-58,-64,-38
17/01/2021,22,-32,25,12,-66,-67,-37
17/01/2021,23,-30,105,11,-67,-64,-40
17/01/2021,24,-21,23,11,-56,-60,-36
17/01/2021,25,-18,44,12,-65,-65,-46
17/01/2021,26,-30,1,13,-70,-73,-37
17/01/2021,27,-27,47,12,-63,-62,-39
17/01/2021,28,-44,-25,13,-67,-71,-39
17/01/2021,29,-17,52,12,-55,-62,-43
17/01/2021,30,-34,31,14,-68,-68,-29
17/01/2021,31,-25,18,12,-71,-60,-41
17/01/2021,32,-27,-6,13,-83,-78,-36
17/01/2021,33,-29,79,12,-74,-60,-42
18/01/2021,1,-78,-88,0,-93,-85,-75
18/01/2021,2,-53,-65,28,-91,-82,-73
18/01/2021,3,-19,10,18,-47,-56,-53
18/01/2021,4,-23,19,25,-58,-65,-61
18/01/2021,5,-25,22,22,-57,-68,-59
18/01/2021,6,-18,36,22,-55,-60,-57
18/01/2021,7,-22,12,26,-59,-67,-65
18/01/2021,8,-51,-17,28,-84,-81,-74
18/01/2021,9,-21,26,23,-60,-65,-56
18/01/2021,10,-20,23,23,-52,-62,-58
18/01/2021,11,-24,-1,21,-50,-60,-55
18/01/2021,12,-23,26,25,-67,-69,-67
18/01/2021,13,-38,-2,29,-75,-67,-71
18/01/2021,14,-27,7,25,-57,-65,-65
18/01/2021,15,-23,25,23,-55,-63,-58
18/01/2021,16,-25,-10,21,-57,-59,-57
18/01/2021,17,-21,29,22,-57,-76,-55
18/01/2021,18,-25,8,22,-52,-62,-56
18/01/2021,19,-39,-5,30,-79,-76,-74
18/01/2021,20,-28,-4,28,-69,-75,-66
18/01/2021,21,-20,23,26,-52,-67,-67
18/01/2021,22,-27,-5,26,-62,-66,-63
18/01/2021,23,-24,98,22,-61,-61,-60
18/01/2021,24,-22,-13,22,-50,-64,-60
18/01/2021,25,-22,6,27,-65,-71,-73
18/01/2021,26,-32,-21,27,-68,-73,-67
18/01/2021,27,-26,27,24,-55,-70,-63
18/01/2021,28,-35,-37,29,-69,-75,-73
18/01/2021,29,-19,-1,23,-46,-62,-61
18/01/2021,30,-26,11,30,-66,-69,-69
18/01/2021,31,-21,4,24,-63,-59,-64
18/01/2021,32,-24,-26,26,-80,-73,-69
18/01/2021,33,-31,37,27,-70,-68,-66
19/01/2021,1,-80,-89,0,-94,-86,-76
19/01/2021,2,-57,-69,29,-91,-82,-73
19/01/2021,3,-23,3,19,-52,-55,-53
19/01/2021,4,-25,11,26,-58,-65,-62
19/01/2021,5,-24,8,24,-59,-69,-60
19/01/2021,6,-20,13,22,-56,-61,-58
19/01/2021,7,-21,-4,27,-60,-68,-65
19/01/2021,8,-48,-33,30,-85,-82,-74
19/01/2021,9,-21,6,24,-60,-68,-59
19/01/2021,10,-24,8,24,-53,-64,-58
19/01/2021,11,-24,-20,22,-52,-60,-55
19/01/2021,12,-23,12,27,-69,-68,-67
19/01/2021,13,-37,-16,29,-75,-69,-72
19/01/2021,14,-26,8,26,-59,-65,-67
19/01/2021,15,-26,7,24,-60,-64,-57
19/01/2021,16,-24,-22,23,-60,-60,-57
19/01/2021,17,-22,7,23,-58,-75,-56
19/01/2021,18,-26,9,23,-55,-62,-57
19/01/2021,19,-37,2,31,-80,-77,-74
19/01/2021,20,-25,-13,30,-72,-76,-66
19/01/2021,21,-17,18,28,-55,-67,-67
19/01/2021,22,-31,-9,27,-64,-67,-64
19/01/2021,23,-26,77,23,-62,-62,-60
19/01/2021,24,-18,-19,23,-52,-65,-62
19/01/2021,25,-23,-6,29,-66,-71,-73
19/01/2021,26,-33,-30,28,-71,-73,-68
19/01/2021,27,-27,2,25,-58,-70,-63
19/01/2021,28,-36,-43,30,-72,-76,-74
19/01/2021,29,-20,-10,24,-52,-64,-63
19/01/2021,30,-28,2,32,-68,-68,-70
19/01/2021,31,-24,-16,25,-65,-62,-65
19/01/2021,32,-26,-28,27,-80,-74,-69
19/01/2021,33,-31,37,27,-72,-69,-66
20/01/2021,1,-81,-90,0,-94,-87,-74
20/01/2021,2,-56,-75,29,-92,-83,-73
20/01/2021,3,-18,-24,20,-52,-58,-52
20/01/2021,4,-27,-23,27,-60,-66,-62
20/01/2021,5,-26,-24,25,-62,-69,-59
20/01/2021,6,-22,-8,24,-58,-63,-58
20/01/2021,7,-27,-34,29,-63,-70,-66
20/01/2021,8,-52,-41,31,-87,-82,-73
20/01/2021,9,-29,-26,26,-63,-69,-57
20/01/2021,10,-26,-24,25,-54,-65,-59
20/01/2021,11,-26,-40,23,-55,-62,-55
20/01/2021,12,-24,-5,28,-72,-69,-66
20/01/2021,13,-38,-29,30,-76,-71,-72
20/01/2021,14,-29,-23,27,-63,-68,-65
20/01/2021,15,-29,-17,25,-63,-65,-58
20/01/2021,16,-29,-37,24,-62,-62,-56
20/01/2021,17,-27,-11,24,-61,-76,-56
20/01/2021,18,-29,-25,24,-59,-64,-55
20/01/2021,19,-38,-18,34,-82,-78,-74
20/01/2021,20,-28,-26,31,-74,-77,-67
20/01/2021,21,-19,-10,29,-57,-68,-65
20/01/2021,22,-33,-31,28,-66,-68,-63
20/01/2021,23,-29,45,24,-67,-64,-59
20/01/2021,24,-24,-41,24,-56,-64,-61
20/01/2021,25,-27,-25,31,-69,-74,-73
20/01/2021,26,-35,-43,30,-73,-74,-68
20/01/2021,27,-29,-39,27,-62,-72,-63
20/01/2021,28,-41,-53,31,-73,-77,-73
20/01/2021,29,-20,-29,25,-52,-63,-60
20/01/2021,30,-30,-9,33,-71,-70,-69
20/01/2021,31,-26,-39,26,-65,-64,-64
20/01/2021,32,-29,-38,28,-81,-74,-69
20/01/2021,33,-35,-5,29,-76,-69,-66
21/01/2021,1,-80,-90,0,-95,-87,-75
21/01/2021,2,-53,-65,29,-92,-83,-72
21/01/2021,3,-15,14,19,-48,-55,-51
21/01/2021,4,-20,40,26,-56,-66,-61
21/01/2021,5,-18,31,24,-58,-66,-58
21/01/2021,6,-14,37,23,-55,-61,-58
21/01/2021,7,-18,20,27,-60,-68,-65
21/01/2021,8,-45,-23,30,-86,-82,-73
21/01/2021,9,-15,36,25,-59,-67,-57
21/01/2021,10,-16,31,24,-52,-64,-58
21/01/2021,11,-16,0,23,-51,-61,-55
21/01/2021,12,-14,26,27,-70,-68,-66
21/01/2021,13,-31,-1,30,-76,-70,-71
21/01/2021,14,-22,21,26,-57,-65,-64
21/01/2021,15,-21,36,24,-59,-66,-58
21/01/2021,16,-19,1,23,-58,-61,-56
21/01/2021,17,-15,45,23,-57,-75,-55
21/01/2021,18,-20,20,23,-54,-63,-56
21/01/2021,19,-31,11,33,-81,-78,-73
21/01/2021,20,-21,-4,30,-72,-76,-67
21/01/2021,21,-10,52,28,-53,-66,-67
21/01/2021,22,-26,-2,27,-63,-68,-64
21/01/2021,23,-23,98,22,-64,-65,-59
21/01/2021,24,-20,0,24,-50,-67,-60
21/01/2021,25,-17,29,30,-62,-71,-72
21/01/2021,26,-30,-26,30,-70,-74,-67
21/01/2021,27,-21,20,25,-56,-71,-62
21/01/2021,28,-35,-34,31,-71,-76,-72
21/01/2021,29,-13,14,25,-47,-63,-61
21/01/2021,30,-20,14,33,-67,-67,-69
21/01/2021,31,-20,3,26,-61,-63,-65
21/01/2021,32,-20,-18,27,-80,-72,-68
21/01/2021,33,-26,19,28,-71,-68,-66
22/01/2021,1,-77,-89,0,-95,-85,-71
22/01/2021,2,-52,-66,29,-92,-82,-70
22/01/2021,3,-12,38,20,-50,-53,-49
22/01/2021,4,-19,54,25,-58,-64,-59
22/01/2021,5,-16,54,24,-59,-66,-57
22/01/2021,6,-14,52,23,-57,-59,-56
22/01/2021,7,-13,28,27,-60,-64,-63
22/01/2021,8,-42,-12,30,-86,-81,-70
22/01/2021,9,-14,48,24,-62,-64,-56
22/01/2021,10,-17,37,24,-53,-62,-56
22/01/2021,11,-17,13,22,-52,-57,-52
22/01/2021,12,-12,34,27,-72,-64,-63
22/01/2021,13,-32,9,30,-76,-69,-69
22/01/2021,14,-20,38,26,-56,-61,-63
22/01/2021,15,-18,56,24,-61,-63,-57
22/01/2021,16,-20,19,23,-60,-57,-55
22/01/2021,17,-18,46,23,-59,-74,-54
22/01/2021,18,-21,36,23,-53,-58,-55
22/01/2021,19,-29,30,32,-81,-75,-71
22/01/2021,20,-18,2,30,-73,-73,-65
22/01/2021,21,-10,52,28,-52,-63,-64
22/01/2021,22,-20,14,26,-63,-65,-60
22/01/2021,23,-20,130,23,-63,-61,-57
22/01/2021,24,-17,17,24,-50,-62,-59
22/01/2021,25,-15,49,28,-64,-69,-70
22/01/2021,26,-26,-20,29,-71,-71,-65
22/01/2021,27,-21,42,25,-58,-68,-61
22/01/2021,28,-31,-35,30,-71,-74,-71
22/01/2021,29,-13,31,24,-49,-62,-59
22/01/2021,30,-17,34,32,-67,-66,-66
22/01/2021,31,-17,12,26,-64,-58,-61
22/01/2021,32,-23,-16,27,-81,-71,-66
22/01/2021,33,-24,19,27,-70,-65,-63
23/01/2021,1,-62,-85,0,-92,-83,-73.5
23/01/2021,2,-55,-70,17,-93,-84,-45
23/01/2021,3,-16,5,13,-54,-53,-32
23/01/2021,4,-18,36,15,-62,-60,-39
23/01/2021,5,-17,30,15,-64,-62,-31
23/01/2021,6,-18,35,15,-64,-58,-42
23/01/2021,7,-15,14,16,-65,-61,-34
23/01/2021,8,-47,-18,17,-85,-81,-38
23/01/2021,9,-16,55,15,-66,-64,-32
23/01/2021,10,-17,25,15,-58,-61,-39
23/01/2021,11,-18,1,15,-57,-56,-33
23/01/2021,12,-16,21,15,-75,-67,-36
23/01/2021,13,-32,12,17,-81,-73,-45
23/01/2021,14,-25,14,16,-62,-63,-47
23/01/2021,15,-19,52,15,-65,-57,-30
23/01/2021,16,-23,2,15,-65,-55,-31
23/01/2021,17,-20,57,15,-60,-75,-31
23/01/2021,18,-17,9,15,-58,-59,-36
23/01/2021,19,-19,30,17,-81,-71,-35
23/01/2021,20,-19,-20,17,-74,-70,-37
23/01/2021,21,-14,35,16,-57,-60,-38
23/01/2021,22,-23,14,16,-65,-64,-37
23/01/2021,23,-24,71,15,-69,-64,-39
23/01/2021,24,-19,-13,15,-55,-58,-34
23/01/2021,25,-12,20,16,-64,-67,-42
23/01/2021,26,-29,-24,16,-71,-71,-37
23/01/2021,27,-23,25,15,-62,-67,-39
23/01/2021,28,-33,-35,17,-66,-71,-42
23/01/2021,29,-12,-2,15,-55,-59,-43
23/01/2021,30,-18,22,18,-70,-66,-36
23/01/2021,31,-21,-16,15,-68,-57,-39
23/01/2021,32,-26,-27,16,-85,-78,-37
23/01/2021,33,-22,43,16,-75,-64,-40
24/01/2021,1,-77,-90,0,-92,-87,-73.5
24/01/2021,2,-61,-75,15,-94,-86,-46
24/01/2021,3,-30,-18,11,-62,-58,-36
24/01/2021,4,-35,66,14,-71,-64,-45
24/01/2021,5,-31,-12,13,-70,-64,-37
24/01/2021,6,-30,86,13,-72,-61,-45
24/01/2021,7,-30,-4,13,-72,-66,-39
24/01/2021,8,-54,-10,14,-87,-84,-40
24/01/2021,9,-33,33,13,-74,-70,-33
24/01/2021,10,-29,68,13,-67,-64,-44
24/01/2021,11,-35,5,13,-68,-58,-39
24/01/2021,12,-29,14,14,-75,-71,-33
24/01/2021,13,-43,29,15,-83,-74,-44
24/01/2021,14,-35,23,14,-68,-67,-50
24/01/2021,15,-36,119,13,-74,-59,-37
24/01/2021,16,-33,-23,12,-71,-59,-32
24/01/2021,17,-39,82,13,-70,-75,-39
24/01/2021,18,-39,31,13,-67,-63,-41
24/01/2021,19,-34,37,15,-83,-77,-37
24/01/2021,20,-31,-4,15,-77,-75,-38
24/01/2021,21,-26,47,14,-65,-67,-41
24/01/2021,22,-38,18,14,-74,-71,-41
24/01/2021,23,-36,24,12,-72,-67,-40
24/01/2021,24,-30,-23,12,-63,-63,-38
24/01/2021,25,-30,19,14,-75,-76,-48
24/01/2021,26,-37,-23,15,-76,-76,-39
24/01/2021,27,-36,24,13,-73,-67,-45
24/01/2021,28,-52,-46,15,-74,-74,-43
24/01/2021,29,-24,18,13,-63,-65,-46
24/01/2021,30,-40,18,15,-75,-70,-35
24/01/2021,31,-34,-17,14,-75,-66,-43
24/01/2021,32,-39,-33,15,-88,-80,-43
24/01/2021,33,-38,95,14,-81,-64,-44
25/01/2021,1,-80,-89,0,-93,-86,-76
25/01/2021,2,-52,-61,27,-91,-81,-72
25/01/2021,3,-14,31,18,-45,-53,-51
25/01/2021,4,-22,28,25,-57,-63,-62
25/01/2021,5,-20,39,22,-55,-66,-58
25/01/2021,6,-18,41,22,-54,-57,-57
25/01/2021,7,-18,17,25,-58,-67,-64
25/01/2021,8,-47,-7,29,-84,-80,-73
25/01/2021,9,-18,43,23,-57,-64,-55
25/01/2021,10,-19,33,23,-51,-60,-58
25/01/2021,11,-20,0,21,-48,-59,-54
25/01/2021,12,-21,35,25,-67,-68,-65
25/01/2021,13,-36,5,28,-75,-68,-70
25/01/2021,14,-25,18,24,-55,-64,-64
25/01/2021,15,-23,32,24,-57,-61,-59
25/01/2021,16,-21,2,21,-56,-58,-55
25/01/2021,17,-20,20,22,-57,-76,-56
25/01/2021,18,-22,16,22,-52,-60,-56
25/01/2021,19,-37,0,30,-79,-75,-74
25/01/2021,20,-24,3,28,-67,-74,-66
25/01/2021,21,-15,47,26,-50,-66,-66
25/01/2021,22,-24,13,25,-61,-64,-63
25/01/2021,23,-21,131,21,-60,-59,-58
25/01/2021,24,-18,6,22,-48,-64,-59
25/01/2021,25,-18,28,27,-63,-69,-73
25/01/2021,26,-29,-17,27,-66,-71,-67
25/01/2021,27,-21,31,24,-53,-69,-63
25/01/2021,28,-33,-27,28,-66,-73,-72
25/01/2021,29,-14,16,22,-43,-62,-61
25/01/2021,30,-25,24,30,-65,-68,-69
25/01/2021,31,-19,10,24,-57,-58,-64
25/01/2021,32,-23,-16,26,-79,-72,-69
25/01/2021,33,-27,70.5,27,-70,-67,-66
26/01/2021,1,-80,-91,0,-94,-86,-77
26/01/2021,2,-57,-72,29,-92,-82,-72
26/01/2021,3,-22,-2,19,-49,-55,-52
26/01/2021,4,-24,-4,26,-58,-65,-62
26/01/2021,5,-21,9,23,-59,-69,-59
26/01/2021,6,-21,0,22,-56,-61,-57
26/01/2021,7,-19,-8,27,-60,-68,-65
26/01/2021,8,-47,-38,30,-86,-81,-73
26/01/2021,9,-19,2,25,-59,-67,-58
26/01/2021,10,-23,-5,24,-53,-64,-58
26/01/2021,11,-22,-25,22,-53,-60,-54
26/01/2021,12,-24,4,27,-70,-69,-66
26/01/2021,13,-36,-21,29,-76,-69,-72
26/01/2021,14,-28,-9,26,-58,-65,-66
26/01/2021,15,-26,-7,24,-60,-63,-56
26/01/2021,16,-23,-25,22,-60,-60,-56
26/01/2021,17,-20,-13,23,-58,-76,-56
26/01/2021,18,-25,-3,23,-55,-62,-56
26/01/2021,19,-38,-16,32,-81,-78,-75
26/01/2021,20,-25,-23,29,-71,-75,-66
26/01/2021,21,-18,13,27,-54,-65,-66
26/01/2021,22,-27,-12,27,-63,-65,-64
26/01/2021,23,-25,70,22,-61,-63,-59
26/01/2021,24,-19,-25,23,-52,-66,-62
26/01/2021,25,-21,-14,29,-69,-72,-73
26/01/2021,26,-34,-38,29,-70,-72,-68
26/01/2021,27,-24,-4,25,-57,-67,-62
26/01/2021,28,-37,-47,30,-71,-75,-73
26/01/2021,29,-19,-11,24,-51,-65,-62
26/01/2021,30,-28,-1,32,-67,-68,-69
26/01/2021,31,-26,-20,25,-61,-62,-65
26/01/2021,32,-27,-34,27,-81,-75,-69
26/01/2021,33,-29,70.5,27,-71,-68,-66
27/01/2021,1,-78,-91,0,-94,-86,-76
27/01/2021,2,-55,-70,29,-92,-82,-72
27/01/2021,3,-12,7,19,-50,-56,-51
27/01/2021,4,-20,11,26,-56,-64,-61
27/01/2021,5,-18,18,24,-58,-66,-58
27/01/2021,6,-13,14,23,-55,-61,-56
27/01/2021,7,-20,-3,28,-60,-67,-64
27/01/2021,8,-46,-28,30,-86,-81,-72
27/01/2021,9,-18,14,25,-58,-66,-56
27/01/2021,10,-20,11,24,-51,-63,-58
27/01/2021,11,-20,-15,22,-52,-60,-54
27/01/2021,12,-19,14,27,-69,-66,-65
27/01/2021,13,-35,-9,29,-75,-69,-70
27/01/2021,14,-23,-4,26,-59,-66,-63
27/01/2021,15,-19,20,24,-58,-63,-57
27/01/2021,16,-24,-1,22,-58,-58,-55
27/01/2021,17,-19,19,23,-55,-75,-55
27/01/2021,18,-21,2,23,-53,-61,-54
27/01/2021,19,-35,0,33,-81,-77,-73
27/01/2021,20,-21,-13,30,-71,-76,-66
27/01/2021,21,-14,19,28,-52,-66,-64
27/01/2021,22,-28,-8,27,-63,-66,-62
27/01/2021,23,-25,86,23,-64,-64,-57
27/01/2021,24,-16,-14,23,-51,-63,-59
27/01/2021,25,-18,4,29,-67,-71,-71
27/01/2021,26,-31,-35,29,-70,-73,-67
27/01/2021,27,-20,7,25,-55,-68,-62
27/01/2021,28,-37,-43,30,-71,-76,-72
27/01/2021,29,-13,6,24,-47,-63,-59
27/01/2021,30,-24,5,32,-67,-68,-68
27/01/2021,31,-19,-21,25,-63,-61,-63
27/01/2021,32,-25,-25,27,-80,-74,-67
27/01/2021,33,-28,46,27,-71,-67,-64
28/01/2021,1,-79,-91,0,-94,-86,-76
28/01/2021,2,-53,-66,29,-92,-82,-72
28/01/2021,3,-15,17,19,-47,-52,-49
28/01/2021,4,-17,37,26,-56,-64,-61
28/01/2021,5,-16,22,23,-58,-67,-57
28/01/2021,6,-13,42,22,-54,-59,-57
28/01/2021,7,-16,8,27,-59,-68,-64
28/01/2021,8,-44,-25,31,-86,-81,-73
28/01/2021,9,-14,29,25,-58,-65,-57
28/01/2021,10,-15,30,23,-50,-63,-57
28/01/2021,11,-13,10,22,-49,-58,-54
28/01/2021,12,-14,25,27,-69,-65,-65
28/01/2021,13,-29,0,30,-76,-69,-70
28/01/2021,14,-20,16,26,-55,-63,-63
28/01/2021,15,-20,36,24,-57,-64,-56
28/01/2021,16,-16,-6,23,-58,-57,-55
28/01/2021,17,-12,38,23,-55,-74,-55
28/01/2021,18,-18,20,23,-52,-60,-55
28/01/2021,19,-31,8,32,-82,-76,-73
28/01/2021,20,-18,-7,30,-70,-75,-66
28/01/2021,21,-11,40,28,-51,-65,-66
28/01/2021,22,-23,-5,27,-62,-66,-63
28/01/2021,23,-21,92,22,-63,-64,-59
28/01/2021,24,-19,-1,23,-50,-66,-60
28/01/2021,25,-16,29,30,-66,-70,-72
28/01/2021,26,-29,-29,29,-70,-73,-65
28/01/2021,27,-20,27,25,-54,-69,-62
28/01/2021,28,-36,-35,31,-71,-75,-72
28/01/2021,29,-10,18,24,-47,-62,-60
28/01/2021,30,-18,10,33,-67,-67,-69
28/01/2021,31,-17,-3,25,-61,-61,-64
28/01/2021,32,-21,-20,27,-79,-73,-68
28/01/2021,33,-26,48.5,28,-71,-66,-65
29/01/2021,1,-76,-90,0,-95,-84,-74
29/01/2021,2,-53,-71,29,-92,-81,-70
29/01/2021,3,-8,20,19,-47,-49,-48
29/01/2021,4,-16,34,24,-56,-62,-58
29/01/2021,5,-13,19,24,-60,-63,-56
29/01/2021,6,-9,31,23,-56,-56,-55
29/01/2021,7,-13,3,27,-61,-63,-63
29/01/2021,8,-40,-21,30,-86,-80,-70
29/01/2021,9,-10,18,24,-60,-62,-55
29/01/2021,10,-15,15,24,-52,-61,-56
29/01/2021,11,-12,-3,22,-51,-54,-51
29/01/2021,12,-9,24,27,-71,-62,-63
29/01/2021,13,-28,-5,29,-76,-67,-69
29/01/2021,14,-15,18,25,-56,-61,-62
29/01/2021,15,-13,38,24,-58,-60,-56
29/01/2021,16,-17,-3,23,-59,-54,-55
29/01/2021,17,-13,21,23,-56,-73,-53
29/01/2021,18,-18,10,23,-52,-55,-55
29/01/2021,19,-26,13,33,-81,-75,-71
29/01/2021,20,-15,-16,30,-73,-72,-65
29/01/2021,21,-9,24,28,-51,-62,-64
29/01/2021,22,-17,-7,26,-62,-63,-59
29/01/2021,23,-18,107,22,-62,-59,-57
29/01/2021,24,-14,-4,23,-51,-61,-58
29/01/2021,25,-11,15,28,-66,-68,-70
29/01/2021,26,-24,-28,29,-70,-70,-65
29/01/2021,27,-18,14,25,-58,-66,-60
29/01/2021,28,-28,-41,30,-70,-72,-70
29/01/2021,29,-10,9,24,-48,-61,-59
29/01/2021,30,-14,13,31,-68,-64,-66
29/01/2021,31,-16,-11,25,-63,-56,-62
29/01/2021,32,-22,-24,27,-82,-71,-67
29/01/2021,33,-21,51,27,-71,-65,-62
30/01/2021,1,-72,-95,0,-93,-83,-74.5
30/01/2021,2,-60,-86,19,-95,-86,-47
30/01/2021,3,-17,-41,14,-53,-51,-34
30/01/2021,4,-23,-41,17,-66,-64,-40
30/01/2021,5,-21,-41,16,-66,-67,-31
30/01/2021,6,-19,-23,16,-66,-62,-42
30/01/2021,7,-18,-49,17,-69,-67,-36
30/01/2021,8,-50,-60,19,-88,-81,-44
30/01/2021,9,-19,-22,16,-69,-68,-34
30/01/2021,10,-21,-35,17,-61,-62,-40
30/01/2021,11,-21,-50,16,-59,-57,-35
30/01/2021,12,-20,-28,17,-77,-69,-38
30/01/2021,13,-35,-40,19,-83,-73,-48
30/01/2021,14,-25,-40,17,-66,-64,-48
30/01/2021,15,-20,-27,16,-68,-59,-32
30/01/2021,16,-24,-53,16,-67,-57,-33
30/01/2021,17,-20,-16,16,-61,-74,-34
30/01/2021,18,-17,-45,16,-59,-59,-37
30/01/2021,19,-23,-27,19,-83,-76,-40
30/01/2021,20,-20,-53,19,-76,-73,-39
30/01/2021,21,-20,-36,18,-61,-65,-40
30/01/2021,22,-22,-43,17,-67,-66,-39
30/01/2021,23,-27,-6,15,-70,-63,-40
30/01/2021,24,-22,-58,16,-58,-61,-35
30/01/2021,25,-18,-46,19,-73,-72,-44
30/01/2021,26,-34,-55,18,-75,-72,-39
30/01/2021,27,-24,-46,16,-67,-68,-38
30/01/2021,28,-36,-64,18,-71,-74,-44
30/01/2021,29,-14,-49,16,-59,-63,-43
30/01/2021,30,-22,-30,20,-74,-69,-39
30/01/2021,31,-26,-67,17,-72,-62,-39
